title,year,summary,short_summary,genres,imdb_id,runtime,youtube_trailer,rating,movie_poster,director,writers,cast
McLaren,2017,"The story of Bruce McLaren, the New Zealander who founded the McLaren Motor Racing team. A man who showed the world that a man of humble beginnings could take on the elite of motor racing and win.","The story of Bruce McLaren, the New Zealander who founded the McLaren Motor Racing team. A man who showed the world that a man of humble beginnings could take on the elite of motor racing and win.",Action|Biography|Documentary|Drama|Sport,tt5031332,92,yyMfzi6WRnY,73,https://hydramovies.com/wp-content/uploads/2018/04/McLaren-Movie-Poster.jpg,Roger Donaldson,James Brown,Alastair Caldwell|Mario Andretti
T2 Trainspotting,2017,"First there was an opportunity......then there was a betrayal. Twenty years have gone by. Much has changed but just as much remains the same. Mark Renton (Ewan McGregor) returns to the only place he can ever call home. They are waiting for him: Spud (Ewen Bremner), Sick Boy (Jonny Lee Miller), and Begbie (Robert Carlyle). Other old friends are waiting too: sorrow, loss, joy, vengeance, hatred, friendship, love, longing, fear, regret, diamorphine, self-destruction and mortal danger, they are all lined up to welcome him, ready to join the dance.","After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.",Action|Drama,tt2763304,117,-RK7Cre-SS4,73,https://hydramovies.com/wp-content/uploads/2018/04/T2-Trainspotting-Movie-Poster.jpg,Danny Boyle,John Hodge,Ewan McGregor|Ewen Bremner|Jonny Lee Miller
The Devil's Candy,2015,"Metal music, wet paint, and family are the passions of Jesse, a struggling painter who lives a happy life with his wife, Astrid, and their preteen daughter, Zooey. And things look even brighter when Jesse and Astrid are able to put in a bid on their dream home - a huge property in rural Texas with a barn big enough for a proper art studio - after the price is driven down due to the home's mysterious past. After the trio moves in, Jesse's work starts taking on a new, considerably darker flavour - and things get even more ominous when Ray, the hulking, clearly unbalanced son of the deceased former owners, appears on the doorstep one night, clutching a red electric guitar and asking to ""return home."" It soon becomes clear that Ray and Jesse are both being influenced by the same satanic forces, and that Jesse's family won't be safe until they find a way to quiet the Devil himself.","A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.",Action|Drama|Horror|Thriller,tt4935372,79,q2P4xPmgbTs,64,https://hydramovies.com/wp-content/uploads/2018/04/The-Devils-Candy-Movie-Poster.jpg,Sean Byrne,Sean Byrne,Ethan Embry|Pruitt Taylor Vince|Shiri Appleby
Logan,2017,"In 2029 the mutant population has shrunken significantly due to genetically modified plants designed to reduce mutant powers and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because they made her, with Logan's DNA. A decrepit Logan is forced to ask himself if he can or even wants to put his remaining powers to good use. It would appear that in the near-future, the times in which they were able put the world to rights with razor sharp claws and telepathic powers are now over.","In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.",Action|Drama|Sci-Fi|Thriller,tt3315342,137,DekuSxJgpbY,81,https://hydramovies.com/wp-content/uploads/2018/04/Logan-Movie-Poster.jpg,James Mangold,James Mangold,Hugh Jackman|Patrick Stewart
M.S. Dhoni: The Untold Story,2016,Mahendra Singh Dhoni is a goalkeeper in school football team.Bannerjee a school cricket coach asks him to join his cricket team and practice daily with him for two hours time passes and he becomes a big state level cricketer but for a long time his luck doesn't favor him to become a member of Indian Cricket team.Dhoni takes up a job in Indian Railways as a ticket checker and plays cricket for the railways after long wait of 4 years he gets selected in Indian Cricket team and turns to be one of the best cricketing captains in history of Indian Cricket.,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,Biography|Drama|Sport,tt4169250,184,6L6XqWoS8tw,78,https://hydramovies.com/wp-content/uploads/2018/04/M.S.-Dhoni-The-Untold-Story-Movie-Poster.jpg,Neeraj Pandey,Neeraj Pandey,Kiara Advani|Sushant Singh Rajput
Beauty and the Beast,2017,"Disney's animated classic takes on a new form, with a widened mythology and an all-star cast. A young prince, imprisoned in the form of a beast, can be freed only by true love. What may be his only opportunity arrives when he meets Belle, the only human girl to ever visit the castle since it was enchanted.","A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",Action|Family|Fantasy|Musical|Romance,tt2771200,129,OvW_L8sTu5E,72,https://hydramovies.com/wp-content/uploads/2018/04/Beauty-and-the-Beast-Movie-Poster.jpg,Bill Condon,Stephen Chbosky,Dan Stevens|Emma Watson
Mean Dreams,2016,Mean Dreams is a thriller about a fifteen-year-old boy who steals a bag of drug money and runs away with the girl he loves while her corrupt cop father hunts them down. This coming-of-age fable brings together the desperation of life on the run and the beauty and wonder of first love.,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.",Action|Thriller,tt5160928,108,jNOAVTX8PPE,63,https://hydramovies.com/wp-content/uploads/2018/04/Mean-Dreams-Movie-Poster.jpg,Nathan Morlando,Kevin Coughlin,Joe Cobden|Josh Wiggins|Sophie Nélisse
The Shack,2017,"After the abduction and presumed death of Mackenzie Allen Phillips' youngest daughter, Missy, Mack receives a letter and suspects it is from God, asking him to return to The Shack where Missy may have been murdered. After contemplating it, he leaves his home to go to The Shack for the first time since Missy's abduction and an encounter that will change his life forever.","A grieving man receives a mysterious, personal invitation to meet with God at a place called &quot;The Shack.&quot;",Action|Drama|Fantasy,tt2872518,132,CL0yUbSS5Eg,63,https://hydramovies.com/wp-content/uploads/2018/04/The-Shack-Movie-Poster.jpg,Stuart Hazeldine,John Fusco,Octavia Spencer|Sam Worthington
Before I Fall,2017,"What if you had only one day to change absolutely everything? Samantha Kingston has it all: the perfect friends, the perfect guy, and a seemingly perfect future. Then, everything changes. After one fateful night, Sam wakes up with no future at all. Trapped reliving the same day over and over she begins to question just how perfect her life really was. And as she begins to untangle the mystery of a life suddenly derailed, she must also unwind the secrets of the people closest to her, and discover the power of a single day to make a difference, not just in her own life, but in the lives of those around her - before she runs out of time for good.","February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",Action|Drama|Mystery,tt1691916,98,q3Zyy4ZXegE,64,https://hydramovies.com/wp-content/uploads/2018/04/Before-I-Fall-Movie-Poster.jpg,Ry Russo-Young,Maria Maggenti,Cynthy Wu|Halston Sage|Zoey Deutch
Thirteen,2003,"At the edge of adolescence, Tracy is a smart straight-A student--if not a little naive (it seems...she smokes and she cuts to alleviate the emotional pain she suffers from having a broken home and hating her mom's boyfriend, Brady.) When she befriends Evie, the most popular and beautiful girl in school, Evie leads Tracy down a path of sex, drugs and petty crime (like stealing money from purses and from stores). As Tracy transforms herself and her identity, her world becomes a boiling, emotional cauldron fueled by new tensions between her and her mother--as well as, teachers and old friends.","A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.",Action|Drama,tt0328538,100,dad4-gQfhMs,68,https://hydramovies.com/wp-content/uploads/2018/04/Thirteen-Movie-Poster.jpg,Catherine Hardwicke,Catherine Hardwicke,Evan Rachel Wood|Holly Hunter|Nikki Reed
Moto 8: The Movie,2016,"The world's favorite dirtbike film series returns in 2016 with MOTO 8. Once again bringing the greatest riders in the game to the most epic locations, MOTO 8 gives viewers the most badass visual moto experience ever seen. From the biggest tracks in the world, to going 100+mph through the Australian outback, MOTO 8 continues the progression of filmmaking in the two-wheel world. It's the roots of motocross, portrayed in the modern era: wide open throttles and massive jumps combined with helicopters and 4K cameras.","The world's favorite dirtbike film series returns in 2016 with MOTO 8. Once again bringing the greatest riders in the game to the most epic locations, MOTO 8 gives viewers the most badass ...",Action|Sport,tt6231792,61,wxPGNs8g1Hc,60,https://hydramovies.com/wp-content/uploads/2018/04/Moto-8-The-Movie-Movie-Poster.jpg,Taylor Congdon,Haiden Deegan,Dean Wilson
Get Out,2017,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Action|Horror|Mystery|Thriller,tt5052448,104,DzfpyUB60YY,77,https://hydramovies.com/wp-content/uploads/2018/04/Get-Out-Movie-Poster.jpg,Jordan Peele,Jordan Peele,Allison Williams|Bradley Whitford|Daniel Kaluuya
The Great Wall,2016,"When a mercenary warrior (Matt Damon) is imprisoned within the Great Wall, he discovers the mystery behind one of the greatest wonders of the world. As wave after wave of marauding beasts besiege the massive structure, his quest for fortune turns into a journey toward heroism as he joins a huge army of elite warriors to confront the unimaginable and seemingly unstoppable force.",European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,Action|Adventure|Fantasy|Thriller,tt2034800,103,avF6GHyyk5c,60,https://hydramovies.com/wp-content/uploads/2018/04/The-Great-Wall-Movie-Poster.jpg,Yimou Zhang,Carlo Bernard,Matt Damon|Tian Jing
